商教苑 房租可月付 无杂费 有阳台 入住佳选 采荷,商教苑社区,800 元/月,https://hz.zu.anjuke.com/fangyuan/1219779909
首月850 九堡沿江海景城花园白住,海景城花园,850 元/月,https://hz.zu.anjuke.com/fangyuan/1223373038
首月促销 萧山市区 1号线地铁口 滨康路站 拎包入住,育才西苑,1700 元/月,https://hz.zu.anjuke.com/fangyuan/1218939015
一降到底 10月租房减2600 嘉绿北苑精装 可月付,嘉绿名苑,630 元/月,https://hz.zu.anjuke.com/fangyuan/1222363309
月付无中介！！下城区基本每个小区单间都有,利兹水印康庭,1390 元/月,https://hz.zu.anjuke.com/fangyuan/1220581876
仙林苑北区蛋壳公寓直租 押一付一 无 精装修 庆春,仙林苑北区,590 元/月,https://hz.zu.anjuke.com/fangyuan/1221375746
促销 月付押一绿地广场信义坊塘河南村两房无中介乐堤港,信义坊小区,3000 元/月,https://hz.zu.anjuke.com/fangyuan/1225264373
首月减600 无 中 介 可月付 火车东站天阳国际主卧独卫,天阳尚城国际,1760 元/月,https://hz.zu.anjuke.com/fangyuan/1220913729
下沙江滨站 晨光国际 超好朝南次卧 内包阳台 民用水电燃气灶,宋都晨光国际,890 元/月,https://hz.zu.anjuke.com/fangyuan/1223606641
余官巷蛋壳公寓直租 月付无压力 房价透明 近地铁 武林,余官巷小区,630 元/月,https://hz.zu.anjuke.com/fangyuan/1216720340
思敬里蛋壳公寓直租 押一付一 无 精装修 庆春,思敬里,730 元/月,https://hz.zu.anjuke.com/fangyuan/1219787445
促销价 江陵路地铁口 月付 缤纷北苑 近星耀城 海康聚光中心,缤纷北苑,1290 元/月,https://hz.zu.anjuke.com/fangyuan/1224656802
首月减600万科大家世纪之光采光良好   交通便利  精装修,万科大家世纪之光,920 元/月,https://hz.zu.anjuke.com/fangyuan/1218882121
西湖文化广场 中山北园 中山北路 西湖新城 青园 环球中心,中北苑,1600 元/月,https://hz.zu.anjuke.com/fangyuan/1223377810
大华西溪风情 首月减租600 月付 民用水电 阿里走路上班,大华西溪风情澄品,999 元/月,https://hz.zu.anjuke.com/fangyuan/1223248067
春江花月江景房，高楼层，三面都可看到江景，4线 旁,春江花月,8600 元/月,https://hz.zu.anjuke.com/fangyuan/1222571394
一降到底 首月立减1000 每月返400 连返4月 嘉绿,嘉绿景苑,990 元/月,https://hz.zu.anjuke.com/fangyuan/1222603119
首月750 无 房租优惠2600 三塘三塘沁园,三塘沁园,750 元/月,https://hz.zu.anjuke.com/fangyuan/1223614111
西湖文化广场 打铁关 施家花园 金都华庭 京都苑,京都苑,1700 元/月,https://hz.zu.anjuke.com/fangyuan/1225122949
首开德胜上郡 单间出租 交通便捷 周边配套设施齐全,首开德胜上郡,800 元/月,https://hz.zu.anjuke.com/fangyuan/1223212002
万安西苑 三房差不大 浙一东门 潮鸣站口 全明户型,万安城市花园西苑,6100 元/月,https://hz.zu.anjuke.com/fangyuan/1225107740
新天地 世嘉铭座精装三房 欧式风格品牌家电 民用水电拎包入住,新天地世嘉君座,7000 元/月,https://hz.zu.anjuke.com/fangyuan/1223649032
首月减1000 每月返400 连返4月混堂巷13号户型2室,混堂巷小区,260 元/月,https://hz.zu.anjuke.com/fangyuan/1222793602
东方一品蛋壳公寓直租 押一付一 无 精装修 钱江世纪新,东方一品,1230 元/月,https://hz.zu.anjuke.com/fangyuan/1220180690
